ID	Giocatore	Squadra	Ruolo	Ruolo Mod. Av.	Fuori lista	Quotazione	Presenze	Media	Media recente	Media pagella	Media recente pagella	Somma bonus malus	Somma bonus malus ultime 5
5739	ASTALDI	parma	P	P		1							
410	CASTELLANOS		A	A	*	18	11	6,64	5,5	5,91	5,5	8	0
353	AUDERO	cremonese	P	P		15	15	5,4	5,4	6,43	6,5	-15,5	-5,5
483	BOER		P	P	*	1							
421	BORBEI		P	P	*	1							
532	BREZZO		P	P	*	1							
355	BUTEZ	como	P	P		22	18	5,81	5,8	6,33	6,3	-9,5	1,5
69	CAPRILE	cagliari	P	P		16	19	4,97	4,9	6,42	6,5	-27,5	-8
1	CARNESECCHI	atalanta	P	P		21	19	5,53	6	6,37	6,4	-16	-2
4370	CAVLINA	como	P	P		1							
283	CHICHIZOLA		P	P	*	1							
4305	CHIESA	verona	P	P		1							
104	CHRISTENSEN	fiorentina	P	P		1							
70	CIOCCI	cagliari	P	P		1							
530	CONTINI	napoli	P	P		1							
284	CORVI	parma	P	P		7	7	5,21	5,4	6,29	6,3	-7,5	-4,5
206	DAFFARA		P	P	*	1							
105	DE GEA	fiorentina	P	P		17	19	4,92	5,1	6,29	6,3	-26	-6
458	DEVIS VASQUEZ	roma	P	P		1							
165	DI GENNARO	inter	P	P		1							
207	DI GREGORIO	juventus	P	P		20	17	5,41	5,9	6,26	6,3	-14,5	-2
533	DONNARUMMA		P	P	*	1							
422	FALCONE	lecce	P	P		18	18	5,31	5,3	6,42	6,4	-20	-3,5
5771	FERRANTE	napoli	P	P		1							
423	FRUCHTL	lecce	P	P		1							
528	FULIGNATI		P	P	*	9							
417	FURLANETTO	lazio	P	P		1							
208	GAROFANI		P	P	*	1							
315	GOLLINI	roma	P	P		1							
567	GUADAGNO		P	P	*	1							
5801	GUAITA	parma	P	P		1							
1676	ISRAEL	torino	P	P		7	9	4,11		6,17	-1	-18,5	-10,5
139	LEALI	genoa	P	P		14	18	4,67	4,38	6,22	6	-28	-7,5
3965	LEZZERINI	fiorentina	P	P		1							
568	LIVIERI		P	P	*	1							
569	LORIA		P	P	*	1							
5818	LYSIONOK	genoa	P	P		1							
348	MAGRO		P	P	*	1							
459	MAIGNAN	milan	P	P		22	17	5,88	5	6,41	6,2	-9	-3,5
418	MANDAS	lazio	P	P		1							
285	MARCONE		P	P	*	1							
106	MARTINELLI		P	P	*	1							
166	MARTINEZ JO.	inter	P	P		2	2	5,75		6,25	-1	-1	-1
4263	MENKE	como	P	P		1							
245	MERET	napoli	P	P		9	4	5,13		6,13	-1	-4	-4
1091	MILINKOVIC SAVIC	napoli	P	P		21	14	5,96	5,4	6,32	6,2	-5	-3
604	MOLDOVAN		P	P	*	1							
349	MONTIPO	verona	P	P		12	18	4,53	4	6,03	6	-27	-9
286	MORETTA		P	P	*	1							
4144	MURIC	sassuolo	P	P		14	18	5,06	4,9	6,42	6,5	-24,5	-8
763	NAVA	cremonese	P	P		1							
1082	NICOLAS	pisa	P	P		1							
4013	NUNZIANTE	udinese	P	P		1							
653	OKOYE	udinese	P	P		13	11	4,91	5,17	6	5,83	-12	-4
654	PADELLI	udinese	P	P		2	2	5,25	5,25	6,25	6,25	-2	-2
1083	PALEARI	torino	P	P		9	10	5	5,4	6,25	6,3	-12,5	-4,5
534	PASSADOR		P	P	*	1							
4012	PENEV	lecce	P	P		1							
350	PERILLI	verona	P	P		1							
209	PERIN	juventus	P	P		2	2	5,25		6,25	-1	-2	-2
4261	PESSINA	bologna	P	P		1	1	6,5		6,5	-1	0	0
655	PIANA		P	P	*	1							
210	PINSOGLIO	juventus	P	P		1							
535	POPA	torino	P	P		1							
419	PROVEDEL	lazio	P	P		21	19	5,61	5,3	6,45	6,3	-16	-5
753	RADUNOVIC		P	P	*	1							
167	RAIMONDI		P	P	*	1							
32	RAVAGLIA	bologna	P	P		7	8	4,88	4,8	6,31	6,5	-11,5	-7,5
420	RENZETTI		P	P	*	1							
1081	RINALDI	parma	P	P		1							
2	ROSSI	atalanta	P	P		1							
605	RUSSO		P	P	*	1							
424	SAMOOJA	lecce	P	P		1							
487	SARO		P	P	*	1							
606	SATALINO	sassuolo	P	P		1							
656	SAVA	udinese	P	P		4	7	4		6,07	5	-14,5	-12
1092	SCUFFET	pisa	P	P		3	2	4,5		6	-1	-3	-3
1089	SEMPER	pisa	P	P		12	17	4,82	4,5	6,29	6,3	-25	-9
5855	SHERRI	cagliari	P	P		1							
140	SIEGRIST	genoa	P	P		1							
4143	SILVESTRI	cremonese	P	P		2	4	4,5		6,25	-1	-7	-7
33	SKORUPSKI	bologna	P	P		12	9	5,17		6,11	-1	-8,5	-3
1058	SOMMARIVA	genoa	P	P		1	2	4	4	6	6	-4	-4
168	SOMMER	inter	P	P		21	16	5,41	5,8	6,28	6,2	-14	-2
3	SPORTIELLO	atalanta	P	P		1							
287	SUZUKI	parma	P	P		12	11	5,27		6,32	-1	-11,5	-7
4262	SVETOZAROV ILIEV		P	P	*	1							
318	SVILAR	roma	P	P		23	19	5,76	5,4	6,39	6,2	-12	-4
1072	TERRACCIANO PI.	milan	P	P		2	2	6,25		6,25	-1	0	0
749	THOMAS GILLIER		P	P	*	1							
489	TOMMASI		P	P	*	1							
351	TONIOLO	verona	P	P		1							
5802	TORNQVIST	como	P	P		1							
460	TORRIANI	milan	P	P		1							
607	TURATI	sassuolo	P	P		2	1	4		6	-1	-2	-2
531	TURI		P	P	*	1							
357	VIGORITO	como	P	P		1							
570	VUKOVIC		P	P	*	1							
608	ZACCHI	sassuolo	P	P		1							
1469	ZELEZNY	roma	P	P		1							
657	ABANKWAH		D	D	*	3							
319	ABDUL HAMID		D	E	*	8							
169	ACERBI	inter	D	D		10	10	6,1	8	6,1	7	0	0,5
425	ADDO		D	D	*	1							
4	AHANOR	atalanta	D	E		7	10	5,75	6	5,75	6	0	0
4463	AKANJI	inter	D	D		12	16	6,06	6,1	6,16	6,3	-1,5	-0,5
4487	ALBIOL	pisa	D	D		6	6	5,75	5,75	5,83	5,75	-0,5	-0,5
1090	AMORAN		D	D	*	1							
320	ANGELINO	roma	D	E		2	5	5,6		5,7	-1	-0,5	-0,5
571	ANGORI	pisa	D	E		8	16	5,72	5,7	5,69	5,8	0,5	-0,5
727	ANTOLINI		D	D	*	1							
4110	ATHEKAME	milan	D	E		7	6	6,25	6	5,92	6	2	2
81	AZZI		D	E	*	4							
5	BAKKER	atalanta	D	E		1							
288	BALOGH		D	D	*	5							
141	BANI		D	D	*	7							
490	BARBIERI	cremonese	D	E		8	14	5,82	5,4	5,89	5,7	-1	-1,5
1073	BARTESAGHI	milan	D	E		12	14	6,54	7,5	6,14	6,3	5,5	6
426	BASCHIROTTO	cremonese	D	D		13	19	6,34	5,9	6,05	5,9	5,5	0
170	BASTONI	inter	D	D		17	16	6,59	6,13	6,31	6,38	4,5	-1
4224	BELGHALI	verona	D	E		11	15	6,2	7,75	5,97	6,5	3,5	5,5
4332	BELLA-KOTCHAP	verona	D	D		5	12	5,58	5,5	5,67	5,6	-1	-0,5
13	BELLANOVA	atalanta	D	E		7	12	5,83		5,75	-1	1	1
4281	BERNASCONI	atalanta	D	E		6	8	5,88	5,9	5,94	6	-0,5	-0,5
658	BERTOLA	udinese	D	D		8	14	5,79	5,5	5,79	5,5	0	0
572	BERUATTO		D	E	*	3							
34	BEUKEMA	napoli	D	D		11	8	6,38	5,5	6,13	5,75	2	-1
728	BIANAY BALCOT		D	D	*	1							
491	BIANCHETTI	cremonese	D	D		9	16	5,88	5,75	5,81	5,75	1	0,5
536	BIRAGHI	torino	D	E		3	8	5,56		5,56	-1	0	0
171	BISSECK	inter	D	D		11	8	6,5	7,13	6,25	6,5	2	2,5
6	BONFANTI GI.	pisa	D	D		4	9	5,5	5,5	5,56	5,67	-0,5	-0,5
750	BONIFAZI	bologna	D	D		1							
3896	BRADARIC	verona	D	E		6	14	5,64	5,25	5,71	5,5	-1	-0,5
211	BREMER	juventus	D	D		10	9	6,28	6	6,06	6	2	0
4316	BRITSCHGI	parma	D	E		9	14	5,89	5,9	5,82	5,9	1	0
246	BUONGIORNO	napoli	D	D		11	15	5,97	5,7	5,93	5,8	0,5	0
217	CABAL	juventus	D	E		9	5	7,1	10	6	7	5,5	5,5
352	CALABRESE		D	D	*	2							
573	CALABRESI	pisa	D	E		5	13	5,58	5,13	5,73	5,5	-2	-1,5
35	CALABRIA		D	E	*	8							
212	CAMBIASO	juventus	D	E		11	17	6,09	6,3	5,85	6	4	1,5
3985	CANDE	sassuolo	D	D		5	9	5,56	5,33	5,67	5,5	-1	-1
574	CANESTRELLI	pisa	D	D		8	19	5,79	5,7	5,84	5,8	-1	-0,5
575	CARACCIOLO	pisa	D	D		6	19	5,66	5,5	5,76	5,6	-2	-0,5
172	CARLOS AUGUSTO	inter	D	E		10	14	6,07	6,6	5,86	6,1	3	-0,5
36	CASALE	bologna	D	D		3	4	5,5	5,5	5,5	5,5	0	0
360	CASSANDRO		D	E	*	3							
492	CECCHERINI	cremonese	D	D		1	4	5,25	5	5,5	5,5	-1	-1
322	CELIK	roma	D	D		11	16	6,06	6	5,91	6	2,5	-1
4319	CHAM	verona	D	E		1	3	5,67		5,67	-1	0	0
609	CINQUEGRANO		D	D	*	1							
289	CIRCATI	parma	D	D		9	13	6,15	5,5	6	5,83	2	-1
543	COCO	torino	D	D		12	16	6,22	6	6,03	6,17	3	-1
107	COMUZZO	fiorentina	D	D		6	13	5,54	5,9	5,54	5,9	0	0
576	COPPOLA	pisa	D	D		1	1	4,5	4,5	5	5	-0,5	-0,5
37	CORAZZA		D	E	*	6							
213	COSTA		D	E	*	10							
290	COULIBALY WO.	sassuolo	D	E		6	7	5,86		5,86	-1	0	0
760	CURTO		D	D	*	2							
214	DANILO		D	D	*	1							
173	DARMIAN	inter	D	E		1	1	5,5		5,5	-1	0	0
38	DE SILVESTRI	bologna	D	E		3	5	5,5	5,75	5,7	6	-1	-1
174	DE VRIJ	inter	D	D		3	2	6,5		6,5	-1	0	0
142	DE WINTER	milan	D	D		9	9	5,94	6,17	5,94	6,17	0	0
291	DEL PRATO	parma	D	E		10	17	5,97	5,88	5,88	5,88	1,5	0
537	DELLAVALLE		D	D	*	2							
1461	DENOON	pisa	D	D		1	2	5,25		5,5	-1	-0,5	-0,5
292	DI CHIARA		D	E	*	2							
248	DI LORENZO	napoli	D	E		15	18	6,31	6,9	6,11	6,3	3,5	3
76	DI PARDO	cagliari	D	E		1	1	5,5		5,5	-1	0	0
4458	DIEGO CARLOS	como	D	D		8	12	5,79	5	5,92	5,25	-1,5	-0,5
175	DIMARCO	inter	D	E		23	17	7,18	7,88	6,32	6,63	14,5	5
1069	DJALO		D	D	*	4							
7	DJIMSITI	atalanta	D	D		9	17	5,82	6	5,85	6	-0,5	0
108	DODO	fiorentina	D	E		9	19	5,74	6,3	5,76	6,2	-0,5	0,5
610	DOIG	sassuolo	D	E		7	17	5,65	5,6	5,76	5,6	-2	0
362	DOSSENA	como	D	E		1							
176	DUMFRIES	inter	D	E		8	11	6		5,77	-1	2,5	-0,5
687	EBOSSE	verona	D	D		1	1	4,5		4,5	-1	0	0
659	EHIZIBUE	udinese	D	E		6	11	5,45	5,25	5,55	5,5	-1	-0,5
462	EMERSON ROYAL		D	E	*	7							
39	ERLIC		D	D	*	5							
389	ERRORE		D	D	*	1							
427	ESPOSITO		D	D	*	3							
580	ESTEVES TO.	pisa	D	E		1	1	5,5	5,5	5,5	5,5	0	0
1860	ESTUPINAN	milan	D	E		5	7	5,64	5,5	5,71	5,5	-0,5	-1
388	FARES		D	E	*	2							
4459	FAYE	cremonese	D	D		3	5	5,6		5,7	-1	-0,5	-0,5
363	FELLIPE JACK		D	D	*	6							
764	FLORIANI	cremonese	D	E		5	11	5,55	5,5	5,64	5,5	-1	0
493	FOLINO	cremonese	D	D		7	4	6,88	6	6,13	6	3	3
177	FONTANAROSA		D	D	*	1							
109	FORTINI	fiorentina	D	E		7	12	5,79	5,75	5,79	5,75	0	0
688	FRESE	verona	D	E		7	16	5,72	6,5	5,81	6	-1,5	2
463	GABBIA	milan	D	D		10	17	6	5,75	6,09	5,88	-1,5	-0,5
428	GALLO	lecce	D	E		7	18	5,72	5,5	5,72	5,6	0	0
429	GASPAR	lecce	D	D		8	17	5,71	5,75	5,88	6	-3	-1
215	GATTI	juventus	D	D		7	10	6,15		6	-1	1,5	2,5
689	GHILARDI	roma	D	D		3	3	5,83	6	5,83	6	0	0
660	GIANETTI		D	D	*	7							
390	GIGOT	lazio	D	D		1							
216	GIL PUCHE		D	D	*	1							
1458	GILA	lazio	D	D		9	18	5,86	5,63	5,97	5,75	-2	-1,5
8	GODFREY	atalanta	D	D		6							
3949	GOGLICHIDZE	udinese	D	D		3	6	5,67		5,83	-1	-1	-1
364	GOLDANIGA	como	D	D		1							
1068	GONZALEZ FA.		D	D	*	6							
110	GOSENS	fiorentina	D	E		9	12	6,17	7	5,75	6,17	5	2
430	GUILBERT	lecce	D	E		1							
4222	GUTIERREZ	napoli	D	E		7	7	5,79	5,83	5,79	5,83	0	0
293	HAINAUT		D	E	*	6							
538	HAVERI		D	D	*	2							
4109	HEGGEM	bologna	D	D		9	15	5,87	5	5,93	5,25	-1	-1
324	HERMOSO	roma	D	D		9	14	6	6	5,96	6,17	0,5	-1
9	HIEN	atalanta	D	D		10	17	5,88	6,88	5,91	6,13	-0,5	3
40	HOLM	bologna	D	E		12	8	6,88	5,5	6,13	5,5	6	1
391	HYSAJ	lazio	D	E		2	3	5,83	6	5,83	6	0	0
757	IDRISSI	cagliari	D	E		10	13	6,08	5,75	5,92	5,88	2	-0,5
3986	IDZES	sassuolo	D	D		9	18	5,83	5,5	5,86	5,6	-0,5	-0,5
41	ILIC		D	D	*	3							
539	ISMAJLI	torino	D	D		10	12	6	6,5	6	6,3	0	1
431	JEAN	lecce	D	D		1							
461	JIMENEZ		D	E	*	8	1	5		5,5	-1	-0,5	-0,5
1460	JOAO MARIO	juventus	D	E		4	7	5,86	6	5,93	6	-0,5	0
249	JUAN JESUS	napoli	D	D		8	11	5,86	6,25	6,05	6,5	-2	-1
1074	KABASELE	udinese	D	D		10	13	6,04	5,75	5,92	6	1,5	-1
218	KALULU	juventus	D	D		13	19	6,18	6,8	6	6,2	3,5	3
661	KAMARA	udinese	D	E		8	13	5,77	5,63	5,81	5,75	-0,5	-0,5
392	KAMENOVIC	lazio	D	E		1							
219	KELLY	juventus	D	D		12	16	6,19	6,38	6,09	6,38	1,5	0
365	KEMPF	como	D	D		15	13	6,62	6,25	6,19	6,25	5,5	0
10	KOLASINAC	atalanta	D	D		4	5	5,7	5,75	5,8	5,88	-0,5	-0,5
4272	KOSPO	fiorentina	D	D		1							
11	KOSSOUNOU	atalanta	D	D		8	10	6,1	6	5,8	6	3	3
4299	KOUADIO	fiorentina	D	D		1	2	5,75		5,75	-1	0	0
434	KOUASSI	lecce	D	D		1	4	5,38		5,38	-1	0	0
761	KOVACIK		D	E	*	5							
662	KRISTENSEN	udinese	D	D		8	10	6,15	5,7	5,9	5,8	2,5	-0,5
484	KUMBULLA		D	D	*	2							
4404	LAMPTEY	fiorentina	D	E		1	1	5,5		5,5	-1	0	0
405	LAZZARI	lazio	D	E		5	9	5,61	5,5	5,72	5,5	-1	-0,5
294	LEONI		D	D	*	10							
295	LOVIK	parma	D	E		4	6	5,67		5,67	-1	0	0
42	LUCUMI	bologna	D	D		10	13	6,08	5,67	5,92	5,67	2	0
78	LUPERTO	cagliari	D	D		9	15	6	5,5	5,87	5,63	2	-0,5
577	LUSUARDI	pisa	D	D		1	3	5,33		5,5	-1	-0,5	-0,5
43	LYKOGIANNIS	bologna	D	E		4	6	5,67	6	5,75	5,5	-0,5	-0,5
326	MANCINI	roma	D	D		11	18	5,97	5,88	6,06	6,13	-1,5	-1
485	MANNINI		D	E	*	1							
1059	MARCANDALLI	genoa	D	D		6	12	5,67	5,75	5,75	5,75	-1	0
112	MARI	fiorentina	D	D		2	10	5,35		5,5	-1	-1,5	-0,5
250	MARIANUCCI	napoli	D	D		2	2	6,25	7	5,75	6	1	1
540	MARIPAN	torino	D	D		12	18	6,11	6,2	5,97	6,2	2,5	0
143	MARTIN	genoa	D	E		13	15	6,3	6,13	5,97	5,88	5	1
393	MARUSIC	lazio	D	E		9	17	5,82	5,38	5,85	5,63	-0,5	-1
541	MASINA	torino	D	D		3	5	5,5		5,3	-1	1	1
251	MAZZOCCHI	napoli	D	E		1	2	5	4	5,5	5	-1	-1
4929	MBAMBI	pisa	D	D		1							
